// 中医药典
阿胶	e'jiao
本行票据	ben'hang'piao'ju
本性	ben'xing
本性难移	ben'xing'nan'yi
本姓	ben'xing
本需	ben'xu
本旬	ben'xun
本页	ben'ye
本业	ben'ye
本液	ben'ye
本意	ben'yi
本义	ben'yi
本音	ben'yin
本应	ben'ying
本应如此	ben'ying'eru'ci
本营	ben'ying
本影	ben'ying
本有	ben'you
本于	ben'yu
本欲	ben'yu
本原	ben'yuan
本源	ben'yuan
本愿	ben'yuan
本院	ben'yuan
本月	ben'yue
本月底	ben'yue'di
本寨	ben'zhai
本展	ben'zhan
本章	ben'zhang
本账号	ben'zhang'hao
本真	ben'zhen
本镇	ben'zhen
本征	ben'zheng
本症	ben'zheng
本职	ben'zhi
本旨	ben'zhi
本质	ben'zhi
本质上	ben'zhi'shang
本周	ben'zhou
本州	ben'zhou
本洲	ben'zhou
本主	ben'zhu
本庄	ben'zhuang
本着	ben'zhe
本子	ben'zi
本字	ben'zi
本族	ben'zu
本组	ben'zu
本罪	ben'zui
本尊	ben'zun
笨笨磕磕	ben'ben'ke'ke
笨蛋	ben'dan
笨法	ben'fa
笨瓜	ben'gua
笨活	ben'huo
笨货	ben'huo
笨劲	ben'jin
笨口拙舌	ben'kou'zhuo'she
笨力	ben'li
笨猫	ben'mao
笨鸟先飞	ben'niao'xian'fei
笨人	ben'eren
笨手笨脚	ben'shou'ben'jiao
笨头笨脑	ben'tou'ben'nao
笨相	ben'xiang
笨重	ben'zhong
笨猪	ben'zhu
笨拙	ben'zhuo
笨嘴	ben'zui
笨嘴拙腮	ben'zui'zhuo'sai
崩崩	beng'beng
崩出	beng'chu
崩摧	beng'cui
崩到	beng'dao
崩堤	beng'di
崩掉	beng'diao
崩断	beng'duan
崩坏	beng'huai
崩毁	beng'hui
崩解	beng'jie
崩决	beng'jue
崩开	beng'kai
崩克	beng'ke
崩溃	beng'kui
崩裂	beng'lie
崩龙	beng'long
崩龙族	beng'long'zu
崩落	beng'luo
崩盘	beng'pan
崩破	beng'po
崩人	beng'eren
崩伤	beng'shang
崩松	beng'song
崩塌	beng'ta
崩坍	beng'tan
崩颓	beng'tui
崩陷	beng'xian
崩泻	beng'xie
崩于	beng'yu
崩坠	beng'zhui
绷成	beng'cheng
绷床	beng'chuang
绷带	beng'dai
绷断	beng'duan
绷弓子	beng'gong'zi
绷紧	beng'jin
绷开	beng'kai
绷起	beng'qi
绷在	beng'zai
绷直	beng'zhi
绷着劲	beng'zhe'jin
绷着脸	beng'zhe'lian
绷子	beng'zi
甭多	beng'duo
甭给	beng'gei
甭怪	beng'guai
甭管	beng'guan
甭哄	beng'hong
甭回	beng'hui
甭捡	beng'jian
甭讲	beng'jiang
甭看	beng'kan
甭来	beng'lai
甭论	beng'lun
甭卖	beng'mai
甭怕	beng'pa
甭去	beng'qu
甭让	beng'erang
甭上	beng'shang
甭睡	beng'shui
甭说	beng'shuo
甭提	beng'ti
甭听	beng'ting
甭问	beng'wen
甭想	beng'xiang
甭谢	beng'xie
甭照	beng'zhao
泵舱	beng'cang
泵厂	beng'chang
泵车	beng'che
泵多	beng'duo
泵阀	beng'fa
泵房	beng'fang
泵机	beng'ji
泵井	beng'jing
泵壳	beng'ke
泵类	beng'lei
泵里	beng'li
泵轮	beng'lun
泵门	beng'men
泵旁	beng'pang
泵入	beng'eru
泵上	beng'shang
泵式	beng'shi
泵室	beng'shi
泵水	beng'shui
泵送	beng'song
泵体	beng'ti
泵筒	beng'tong
泵型	beng'xing
泵血	beng'xue
泵业	beng'ye
泵用	beng'yong
泵源	beng'yuan
泵闸	beng'zha
泵站	beng'zhan
泵中	beng'zhong
蹦蹦车	beng'beng'che
蹦蹦跳跳	beng'beng'tiao'tiao
蹦擦	beng'ca
蹦出	beng'chu
蹦床	beng'chuang
蹦达	beng'da
蹦到	beng'dao
蹦豆	beng'dou
蹦高	beng'gao
蹦过	beng'guo
蹦脚	beng'jiao
蹦来	beng'lai
蹦乱	beng'luan
蹦起	beng'qi
蹦上	beng'shang
蹦上	beng'shang
蹦跳	beng'tiao
蹦向	beng'xiang
蹦子	beng'zi
迸出	beng'chu
迸脆	beng'cui
迸发	beng'fa
迸放	beng'fang
迸飞	beng'fei
迸溅	beng'jian
迸裂	beng'lie
迸流	beng'liu
迸入	beng'eru
迸散	beng'san
迸射	beng'she
迸泻	beng'xie
迸涌	beng'yong
逼仓	bi'cang
逼成	bi'cheng
逼出	bi'chu
逼促	bi'cu
逼到	bi'dao
逼反	bi'fan
逼疯	bi'feng
逼供	bi'gong
逼供信	bi'gong'xin
逼宫	bi'gong
逼和	bi'he
逼回	bi'hui
逼婚	bi'hun
逼急	bi'ji
逼降	bi'jiang
逼紧	bi'jin
逼进	bi'jin
逼近	bi'jin
逼来	bi'lai
逼勒	bi'le
逼临	bi'lin
逼令	bi'ling
逼命	bi'ming
逼你	bi'ni
逼鸟	bi'niao
逼平	bi'ping
逼迫	bi'po
逼其	bi'qi
逼抢	bi'qiang
逼取	bi'qu
逼人	bi'eren
逼人太甚	bi'eren'tai'shen
逼入	bi'eru
逼上	bi'shang
逼上梁山	bi'shang'liang'shan
逼使	bi'shi
逼视	bi'shi
逼熟	bi'shu
逼帅上阵	bi'shuai'shang'zhen
逼死	bi'si
逼他	bi'ta
逼她	bi'ta
逼退	bi'tui
逼问	bi'wen
逼我	bi'wo
逼狭	bi'xia
逼下	bi'xia
逼向	bi'xiang
逼压	bi'ya
逼于无奈	bi'yu'wu'nai
逼在	bi'zai
逼窄	bi'zhai
逼债	bi'zhai
逼真	bi'zhen
逼侄	bi'zhi
逼至	bi'zhi
逼住	bi'zhu
逼子	bi'zi
逼走	bi'zou
逼租	bi'zu
逼租索债	bi'zu'suo'zhai
逼仄	bi'ze
鼻癌	bi'ai
鼻部	bi'bu
鼻道	bi'dao
鼻笛	bi'di
鼻儿	bi'er
鼻干	bi'gan
鼻沟	bi'gou
鼻骨	bi'gu
鼻化	bi'hua
鼻环	bi'huan
鼻尖	bi'jian
鼻孔	bi'kong
鼻梁	bi'liang
鼻轮	bi'lun
鼻内	bi'nei
鼻腔	bi'qiang
鼻青脸肿	bi'qing'lian'zhong
鼻青眼肿	bi'qing'yan'zhong
鼻塞	bi'se
鼻饰	bi'shi
鼻饲	bi'si
鼻酸	bi'suan
鼻涕	bi'ti
鼻头	bi'tou
鼻头	bi'tou
鼻息	bi'xi
鼻息肉	bi'xi'erou
鼻息如雷	bi'xi'eru'lei
鼻下	bi'xia
鼻嗅	bi'xiu
鼻血	bi'xue
鼻咽	bi'yan
鼻咽癌	bi'yan'ai
鼻烟	bi'yan
鼻烟壶	bi'yan'hu
鼻炎	bi'yan
鼻药	bi'yao
鼻翼	bi'yi
鼻音	bi'yin
鼻渊	bi'yuan
鼻韵母	bi'yun'mu
鼻针	bi'zhen
鼻痔	bi'zhi
鼻中	bi'zhong
鼻子	bi'zi
鼻祖	bi'zu
鼻窦	bi'dou
鼻窦炎	bi'dou'yan
鼻鼾	bi'han
比比	bi'bi
比比皆是	bi'bi'jie'shi
比比武	bi'bi'wu
比不过	bi'bu'guo
比不上	bi'bu'shang
比成	bi'cheng
比出	bi'chu
比穿	bi'chuan
比到	bi'dao
比对	bi'dui
比法	bi'fa
比方	bi'fang
比房	bi'fang
比分	bi'fen
比富	bi'fu
比附	bi'fu
比高	bi'gao
比过	bi'guo
比葫芦画瓢	bi'hu'lu'hua'piao
比户可封	bi'hu'ke'feng
比画	bi'hua
比画比画	bi'hua'bi'hua
比划	bi'hua
比划比划	bi'huai'bi'huai
比坏	bi'huai
比基尼	bi'ji'ni
比及	bi'ji
比急	bi'ji
比价	bi'jia
比肩	bi'jian
比肩继踵	bi'jian'ji'zhong
比肩接踵	bi'jian'jie'zhong
比肩随踵	bi'jian'sui'zhong
比较	bi'jiao
比较比较	bi'jiao'bi'jiao
比较法	bi'jiao'fa
比较器	bi'jiao'qi
比较数	bi'jiao'shu
比较之下	bi'jiao'zhi'xia
比勘	bi'kan
比阔	bi'kuo
比勒陀利亚	bi'le'tuo'li'ya
比擂	bi'lei
比利牛斯山	bi'li'niu'si'shan
比利牛斯山脉	bi'li'niu'si'shan'mai
比利时	bi'li'shi
比例	bi'li
比例乘法器	bi'li'cheng'fa'qi
比例尺	bi'li'chi
比例规	bi'li'gui
比例失调	bi'li'shi'tiao
比例因子	bi'li'yin'zi
比例字	bi'li'zi
比量	bi'liang
比邻	bi'lin
比邻星	bi'lin'xing
比率	bi'lv
比美	bi'mei
比目鱼	bi'mu'yu
比拟	bi'ni
比配	bi'pei
比棋	bi'qi
比起	bi'qi
比丘	bi'qiu
比丘尼	bi'qiu'ni
比球	bi'qiu
比热	bi'ere
比容	bi'erong
比如	bi'eru
比萨	bi'sa
比萨饼	bi'sa'bing
比赛	bi'sai
比色计	bi'se'ji
比上不足	bi'shang'bu'zu
比上不足比下有余	bi'shang'bu'zu'bi'xia'you'yu
比绍	bi'shao
比诗	bi'shi
比试	bi'shi
比试比试	bi'shi'bi'shi
比手画脚	bi'shou'hua'jiao
比输	bi'shu
比数	bi'shu
比索	bi'suo
比特	bi'te
比完	bi'wan
比稳	bi'wen
比屋可封	bi'wu'ke'feng
比武	bi'wu
比物此志	bi'wu'ci'zhi
比下有余	bi'xia'you'yu
比兴	bi'xing
比选	bi'xuan
比一比	bi'yi'bi
比艺	bi'yi
比翼	bi'yi
比翼鸟	bi'yi'niao
比翼齐飞	bi'yi'qi'fei
比翼双飞	bi'yi'shuang'fei
比喻	bi'yu
比照	bi'zhao
比照比照	bi'zhao'bi'zhao
比之	bi'zhi
比值	bi'zhi
比重	bi'zhong
比重计	bi'zhong'ji
比诸	bi'zhu
比准	bi'zhun
比做	bi'zuo
鄙薄	bi'bo
鄙夫	bi'fu
鄙贱	bi'jian
鄙见	bi'jian
鄙吝	bi'lin
鄙陋	bi'lou
鄙弃	bi'qi
鄙人	bi'eren
鄙商	bi'shang
鄙视	bi'shi
鄙俗	bi'su
鄙笑	bi'xiao
鄙屑	bi'xie
鄙夷	bi'yi
鄙意	bi'yi
笔笔	bi'bi
笔触	bi'chu
笔答	bi'da
笔大如椽	bi'da'eru'chuan
笔胆	bi'dan
笔刀	bi'dao
笔道	bi'dao
笔底	bi'di
笔底生花	bi'di'sheng'hua
笔调	bi'diao
笔陡	bi'dou
笔端	bi'duan
笔伐	bi'fa
笔法	bi'fa
笔锋	bi'feng
笔杆	bi'gan
笔杆子	bi'gan'zi
笔耕	bi'geng
笔耕不辍	bi'geng'bu'chuo
笔耕砚田	bi'geng'yan'tian
笔供	bi'gong
笔管	bi'guan
笔管条直	bi'guan'tiao'zhi
笔酣	bi'han
笔画	bi'hua
笔划	bi'hua
笔会	bi'hui
笔绘式	bi'hui'shi
笔迹	bi'ji
笔记	bi'ji
笔记本	bi'ji'ben
笔记簿	bi'ji'bu
笔记簿电脑	bi'ji'bu'dian'nao
笔夹	bi'jia
笔架	bi'jia
笔尖	bi'jian
笔类	bi'lei
笔立	bi'li
笔力	bi'li
笔录	bi'lu
笔帽	bi'mao
笔名	bi'ming
笔墨	bi'mo
笔墨官司	bi'mo'guan'si
笔囊	bi'nang
笔内	bi'nei
笔峭	bi'qiao
笔勤	bi'qin
笔润	bi'erun
笔舌	bi'she
笔式	bi'shi
笔势	bi'shi
笔市	bi'shi
笔试	bi'shi
笔数	bi'shu
笔顺	bi'shun
笔诉	bi'su
笔算	bi'suan
笔谈	bi'tan
笔套	bi'tao
笔体	bi'ti
笔挺	bi'ting
笔挺笔挺	bi'ting'bi'ting
笔筒	bi'tong
笔头	bi'tou
笔头生花	bi'tou'sheng'hua
笔误	bi'wu
笔洗	bi'xi
笔下	bi'xia
笔下留情	bi'xia'liu'qing
笔下生花	bi'xia'sheng'hua
笔乡	bi'xiang
笔写式	bi'xie'shi
笔芯	bi'xin
笔心	bi'xin
笔形	bi'xing
笔砚	bi'yan
笔艺	bi'yi
笔意	bi'yi
笔译	bi'yi
笔友	bi'you
笔韵	bi'yun
笔札	bi'zha
笔债	bi'zhai
笔战	bi'zhan
笔者	bi'zhe
笔阵	bi'zhen
笔直	bi'zhi
笔直笔直	bi'zhi'bi'zhi
笔纸	bi'zhi
笔中	bi'zhong
笔走龙蛇	bi'zou'long'she
彼岸	bi'an
彼处	bi'chu
彼此	bi'ci
彼此彼此	bi'ci'bi'ci
彼道	bi'dao
彼得	bi'de
彼得堡	bi'de'bao
彼得格勒	bi'de'ge'le
彼等	bi'deng
彼地	bi'di
彼方	bi'fang
彼时	bi'shi
彼书	bi'shu
彼物	bi'wu
彼业	bi'ye
彼一时	bi'yi'shi
彼月	bi'yue
彼罪	bi'zui
碧波	bi'bo
碧草	bi'cao
碧澄	bi'cheng
碧池	bi'chi
碧翠	bi'cui
碧带	bi'dai
碧峰	bi'feng
碧海	bi'hai
碧江	bi'jiang
碧空	bi'kong
碧蓝	bi'lan
碧蓝碧蓝	bi'lan'bi'lan
碧浪	bi'lang
碧流	bi'liu
碧绿	bi'lv
碧绿碧绿	bi'lv'bi'lv
碧螺春	bi'luo'chun
碧落	bi'luo
碧清	bi'qing
碧泉	bi'quan
碧色寨	bi'se'zhai
碧山	bi'shan
碧树	bi'shu
碧水	bi'shui
碧丝	bi'si
碧潭	bi'tan
碧毯	bi'tan
碧涛	bi'tao
碧桃	bi'tao
碧天	bi'tian
碧透	bi'tou
碧瓦	bi'wa
碧溪	bi'xi
碧霞祠	bi'xia'ci
碧霄	bi'xiao
碧血	bi'xue
碧血丹心	bi'xue'dan'xin
碧杨	bi'yang
碧野	bi'ye
碧叶	bi'ye
碧莹莹	bi'ying'ying
碧玉	bi'yu
蓖麻	bi'ma
蓖麻油	bi'ma'you
蔽满	bi'man
蔽匿	bi'ni
蔽日	bi'eri
蔽日干云	bi'eri'gan'yun
蔽身	bi'shen
蔽体	bi'ti
蔽天	bi'tian
蔽荫	bi'yin
蔽于	bi'yu
蔽遮	bi'zhe
蔽之	bi'zhi
毕剥	bi'bo
毕出	bi'chu
毕恭毕敬	bi'gong'bi'jing
毕集	bi'ji
毕加索	bi'jia'suo
毕见	bi'xian
毕节	bi'jie
毕竟	bi'jing
毕具	bi'ju
毕露	bi'lu
毕其功于一役	bi'qi'gong'yu'yi'yi
毕生	bi'sheng
毕生岛	bi'sheng'dao
毕升	bi'sheng
毕现	bi'xian
毕肖	bi'xiao
毕业	bi'ye
毕业论文	bi'ye'lun'wen
毕业设计	bi'ye'she'ji
毕业生	bi'ye'sheng
毕至	bi'zhi
毙敌	bi'di
毙命	bi'ming
毙杀	bi'sha
毙伤	bi'shang
毙于	bi'yu
毙之	bi'zhi
币边	bi'bian
币别	bi'bie
币帛	bi'bo
币厂	bi'chang
币钞	bi'chao
币面	bi'mian
币上	bi'shang
币式	bi'shi
币坛	bi'tan
币样	bi'yang
币展	bi'zhan
币章	bi'zhang
币值	bi'zhi
币制	bi'zhi
币种	bi'zhong
币重言甘	bi'zhong'yan'gan
庇护	bi'hu
庇护权	bi'hu'quan
庇护所	bi'hu'suo
庇荫	bi'yin
庇佑	bi'you
痹症	bi'zheng
闭藏	bi'cang
闭窗	bi'chuang
闭村	bi'cun
闭灯	bi'deng
闭掉	bi'diao
闭关	bi'guan
闭关却扫	bi'guan'que'sao
闭关锁国	bi'guan'suo'guo
闭关自守	bi'guan'zi'shou
闭馆	bi'guan
闭海	bi'hai
闭合	bi'he
闭户	bi'hu
闭环	bi'huan
闭会	bi'hui
闭架	bi'jia
闭紧	bi'jin
闭经	bi'jing
闭井	bi'jing
闭卷	bi'juan
闭坑	bi'keng
闭口	bi'kou
闭口不言	bi'kou'bu'yan
闭口无言	bi'kou'wu'yan
闭矿	bi'kuang
闭链烃	bi'lian'ting
闭路	bi'lu
闭路电视	bi'lu'dian'shi
闭门	bi'men
闭门程序	bi'men'cheng'xu
闭门羹	bi'men'geng
闭门却扫	bi'men'que'sao
闭门思过	bi'men'si'guo
闭门思愆	bi'men'si'qian
闭门索居	bi'men'suo'ju
闭门造车	bi'men'zao'che
闭幕	bi'mu
闭幕典礼	bi'mu'dian'li
闭幕式	bi'mu'shi
闭目	bi'mu
闭目塞听	bi'mu'sai'ting
闭目养神	bi'mu'yang'shen
闭起	bi'qi
闭气	bi'qi
闭塞	bi'se
闭上	bi'shang
闭式	bi'shi
闭市	bi'shi
闭室	bi'shi
闭水	bi'shui
闭锁	bi'suo
闭锁担保	bi'suo'dan'bao
闭庭	bi'ting
闭胸	bi'xiong
闭循环	bi'xun'huan
闭眼	bi'yan
闭窑	bi'yao
闭营	bi'ying
闭营训练	bi'ying'xun'lian
闭园	bi'yuan
闭月羞花	bi'yue'xiu'hua
闭只眼	bi'zhi'yan
闭嘴	bi'zui
敝处	bi'chu
敝旧	bi'jiu
敝陋	bi'lou
敝人	bi'eren
敝舍	bi'she
敝俗	bi'su
敝帚千金	bi'zhou'qian'jin
敝帚自珍	bi'zhou'zi'zhen
弊案	bi'an
弊病	bi'bing
弊车羸马	bi'che'lei'ma
弊处	bi'chu
弊大	bi'da
弊点	bi'dian
弊端	bi'duan
弊害	bi'hai
弊绝风清	bi'jue'feng'qing
弊漏	bi'lou
弊政	bi'zheng
弊症	bi'zheng
必爱	bi'ai
必按	bi'an
必败	bi'bai
必办	bi'ban
必帮	bi'bang
必包	bi'bao
必保	bi'bao
必报	bi'bao
必备	bi'bei
必备型	bi'bei'xing
必被	bi'bei
必变	bi'bian
必补	bi'bu
必不可少	bi'bu'ke'shao
必测	bi'ce
必查	bi'cha
必尝	bi'chang
必唱	bi'chang
必超	bi'chao
必陈	bi'chen
必称	bi'cheng
必成	bi'cheng
必惩	bi'cheng
必抽	bi'chou
必出	bi'chu
必除	bi'chu
必穿	bi'chuan
必吹	bi'chui
必从	bi'cong
必摧	bi'cui
必搭	bi'da
必达	bi'da
必答	bi'da
必打	bi'da
必带	bi'dai
必当	bi'dang
必到	bi'dao
必定	bi'ding
必定要	bi'ding'yao
必丢	bi'diu
必读	bi'du
必短	bi'duan
必多	bi'duo
必夺	bi'duo
必发	bi'fa
必罚	bi'fa
必翻	bi'fan
必访	bi'fang
必放	bi'fang
必赴	bi'fu
必改	bi'gai
必干	bi'gan
必干	bi'gan
必搞	bi'gao
必恭必敬	bi'gong'bi'jing
必观	bi'guan
必管	bi'guan
必过	bi'guo
必喝	bi'he
必会	bi'hui
必记	bi'ji
必检	bi'jian
必简	bi'jian
必见	bi'jian
必将	bi'jiang
必讲	bi'jiang
必接	bi'jie
必戒	bi'jie
必进	bi'jin
必尽	bi'jin
必精	bi'jing
必经	bi'jing
必经之路	bi'jing'zhi'lu
必究	bi'jiu
必纠	bi'jiu
必救	bi'jiu
必看	bi'kan
必扛	bi'kang
必考	bi'kao
必靠	bi'kao
必可	bi'ke
必坑	bi'keng
必亏	bi'kui
必拉	bi'la
必来	bi'lai
必练	bi'lian
必乱	bi'luan
必冒	bi'mao
必灭	bi'mie
必能	bi'neng
必赔	bi'pei
必配	bi'pei
必批	bi'pi
必贫	bi'pin
必品	bi'pin
必起	bi'qi
必强	bi'qiang
必请	bi'qing
必穷	bi'qiong
必求	bi'qiu
必取	bi'qu
必去	bi'qu
必然	bi'eran
必然趋势	bi'eran'qu'shi
必然王国	bi'eran'wang'guo
必然性	bi'eran'xing
必然之事	bi'eran'zhi'shi
必让	bi'erang
必入	bi'eru
必杀	bi'sha
必伤	bi'shang
必上	bi'shang
必设	bi'she
必深	bi'shen
必生	bi'sheng
必胜	bi'sheng
必失	bi'shi
必使	bi'shi
必是	bi'shi
必试	bi'shi
必守	bi'shou
必受	bi'shou
必输	bi'shu
必属	bi'shu
必数	bi'shu
必刷	bi'shua
必说	bi'shuo
必死	bi'si
必死无疑	bi'si'wu'yi
必诵	bi'song
必速	bi'su
必肃	bi'su
必随	bi'sui
必谈	bi'tan
必提	bi'ti
必题	bi'ti
必挑	bi'tiao
必挑	bi'tiao
必跳	bi'tiao
必听	bi'ting
必停	bi'ting
必图	bi'tu
必歪	bi'wai
必亡	bi'wang
必往	bi'wang
必危	bi'wei
必围	bi'wei
必为	bi'wei
必谓	bi'wei
必问	bi'wen
必无	bi'wu
必下	bi'xia
必先	bi'xian
必先利其器	bi'xian'li'qi'qi
必先与之	bi'xian'yu'zhi
必献	bi'xian
必享	bi'xiang
必效	bi'xiao
必写	bi'xie
必兴	bi'xing
必行	bi'xing
必修	bi'xiu
必修科	bi'xiu'ke
必修科目	bi'xiu'ke'mu
必修课	bi'xiu'ke
必需	bi'xu
必需品	bi'xu'pin
必虚	bi'xu
必须	bi'xu
必选	bi'xuan
必学	bi'xue
必循	bi'xun
必训	bi'xun
必严	bi'yan
必言	bi'yan
必演	bi'yan
必要	bi'yao
必要条件	bi'yao'tiao'jian
必要性	bi'yao'xing
必依	bi'yi
必疑	bi'yi
必以	bi'yi
必饮	bi'yin
必引	bi'yin
必赢	bi'ying
必用	bi'yong
必忧	bi'you
必由	bi'you
必由之路	bi'you'zhi'lu
必游	bi'you
必有	bi'you
必有后福	bi'you'hou'fu
必有近忧	bi'you'jin'you
必有我师	bi'you'wo'shi
必有一得	bi'you'yi'de
必有一失	bi'you'yi'shi
必有勇夫	bi'you'yong'fu
必于	bi'yu
必欲	bi'yu
必阅	bi'yue
必在	bi'zai
必遭	bi'zao
必责	bi'ze
必曾	bi'ceng
必争	bi'zheng
必知	bi'zhi
必止	bi'zhi
必至	bi'zhi
必致	bi'zhi
必治	bi'zhi
必中	bi'zhong
必筑	bi'zhu
必赚	bi'zhuan
必走	bi'zou
必做	bi'zuo
辟成	pi'cheng
辟出	pi'chu
辟除	pi'chu
辟地	pi'di
辟建	pi'jian
辟路	pi'lu
辟设	pi'she
辟它	pi'ta
辟通	pi'tong
辟头	pi'tou
辟为	pi'wei
辟邪	pi'xie
辟谣	pi'yao
辟有	pi'you
壁板	bi'ban
壁薄	bi'bo
壁报	bi'bao
壁布	bi'bu
壁层	bi'ceng
壁长	bi'chang
壁橱	bi'chu
壁灯	bi'deng
壁顶	bi'ding
壁缝	bi'feng
壁高	bi'gao
壁挂	bi'gua
壁管	bi'guan
壁柜	bi'gui
壁厚	bi'hou
壁虎	bi'hu
壁画	bi'hua
壁架	bi'jia
壁脚	bi'jiao
壁镜	bi'jing
壁刻	bi'ke
壁孔	bi'kong
壁垒	bi'lei
壁垒分明	bi'lei'fen'ming
壁垒森严	bi'lei'sen'yan
壁立	bi'li
壁立千仞	bi'li'qian'eren
壁炉	bi'lu
壁面	bi'mian
壁内	bi'nei
壁前	bi'qian
壁墙	bi'qiang
壁球	bi'qiu
壁色	bi'se
壁扇	bi'shan
壁上	bi'shang
壁虱	bi'shi
壁式	bi'shi
壁饰	bi'shi
壁塑	bi'su
壁毯	bi'tan
壁厢	bi'xiang
壁垣	bi'yuan
壁障	bi'zhang
壁纸	bi'zhi
壁中	bi'zhong
壁钟	bi'zhong
壁周	bi'zhou
壁砖	bi'zhuan
壁龛	bi'kan
臂膀	bi'bang
臂部	bi'bu
臂长	bi'chang
臂带	bi'dai
臂端	bi'duan
臂段	bi'duan
臂骨	bi'gu
臂花	bi'hua
臂环	bi'huan
臂力	bi'li
臂纱	bi'sha
臂伤	bi'shang
臂上	bi'shang
臂套	bi'tao
臂痛	bi'tong
臂弯	bi'wan
臂腕	bi'wan
臂下	bi'xia
臂章	bi'zhang
臂肘	bi'zhou
臂助	bi'zhu
臂疣	bi'you
臂鳍	bi'qi
避避风	bi'bi'feng
避避开	bi'bi'kai
避避难	bi'bi'nan
避避暑	bi'bi'shu
避丑	bi'chou
避弹	bi'dan
避敌	bi'di
避冻	bi'dong
避短	bi'duan
避而不谈	bi'er'bu'tan
避峰	bi'feng
避风	bi'feng
避风港	bi'feng'gang
避光	bi'guang
避鬼	bi'gui
避过	bi'guo
避害	bi'hai
避寒	bi'han
避旱	bi'han
避洪	bi'hong
避讳	bi'hui
避迹	bi'ji
避籍	bi'ji
避旧	bi'jiu
避开	bi'kai
避坑落井	bi'keng'luo'jing
避浪	bi'lang
避雷	bi'lei
避雷器	bi'lei'qi
避雷线	bi'lei'xian
避雷针	bi'lei'zhen
避劣	bi'lie
避乱	bi'luan
避免	bi'mian
避难	bi'nan
避难就易	bi'nan'jiu'yi
避难所	bi'nan'suo
避匿	bi'ni
避碰	bi'peng
避其锐气	bi'qi'erui'qi
避亲	bi'qin
避秦	bi'qin
避让	bi'erang
避人耳目	bi'eren'er'mu
避实	bi'shi
避实击虚	bi'shi'ji'xu
避实就虚	bi'shi'jiu'xu
避世	bi'shi
避世绝俗	bi'shi'jue'su
避暑	bi'shu
避暑山庄	bi'shu'shan'zhuang
避水	bi'shui
避税	bi'shui
避俗	bi'su
避谈	bi'tan
避蚊油	bi'wen'you
避席	bi'xi
避嫌	bi'xian
避险	bi'xian
避邪	bi'xie
避雨	bi'yu
避孕	bi'yun
避孕环	bi'yun'huan
避孕套	bi'yun'tao
避孕药	bi'yun'yao
避孕药具	bi'yun'yao'ju
避灾	bi'zai
避在	bi'zai
避债	bi'zhai
避障	bi'zhang
避震	bi'zhen
避之	bi'zhi
避重就轻	bi'zhong'jiu'qing
避着	bi'zhe
避罪	bi'zui
陛下	bi'xia
鞭辟近里	bian'pi'jin'li
鞭辟入里	bian'pi'eru'li
鞭策	bian'ce
鞭长不及马腹	bian'chang'bu'ji'ma'fu
鞭长莫及	bian'chang'mo'ji
鞭打	bian'da
鞭杆	bian'gan
鞭花	bian'hua
鞭击	bian'ji
鞭技	bian'ji
鞭毛	bian'mao
鞭毛虫	bian'mao'chong
鞭炮	bian'pao
鞭扑	bian'pu
鞭梢	bian'shao
鞭声	bian'sheng
鞭尸	bian'shi
鞭术	bian'shu
鞭数	bian'shu
鞭笋	bian'sun
鞭挞	bian'ta
鞭刑	bian'xing
鞭责	bian'ze
鞭子	bian'zi
鞭笞	bian'chi
边隘	bian'ai
边岸	bian'an
边坝	bian'ba
边板	bian'ban
边币	bian'bi
边边角角	bian'bian'jiao'jiao
边兵	bian'bing
边部	bian'bu
边裁	bian'cai
边材	bian'cai
边侧	bian'ce
边长	bian'chang
边城	bian'cheng
边道	bian'dao
边灯	bian'deng
边凳	bian'deng
边地	bian'di
边儿	bian'er
边防	bian'fang
边防军	bian'fang'jun
边防站	bian'fang'zhan
边封	bian'feng
边锋	bian'feng
边幅	bian'fu
边埂	bian'geng
边沟	bian'gou
边鼓	bian'gu
边关	bian'guan
边柜	bian'gui
边厚	bian'hou
边患	bian'huan
边际	bian'ji
边际测试	bian'ji'ce'shi
边检	bian'jian
边疆	bian'jiang
边角	bian'jiao
边角料	bian'jiao'liao
边界	bian'jie
边界层	bian'jie'ceng
边界寄存器	bian'jie'ji'cun'qi
边界线	bian'jie'xian
边警	bian'jing
边境	bian'jing
边境税	bian'jing'shui
边境线	bian'jing'xian
边距	bian'ju
边卡	bian'qia
边跨	bian'kua
边框	bian'kuang
边料	bian'liao
边楼	bian'lou
边路	bian'lu
边轮	bian'lun
边贸	bian'mao
边门	bian'men
边民	bian'min
边篷	bian'peng
边皮	bian'pi
边坡	bian'po
边墙	bian'qiang
边情	bian'qing
边区	bian'qu
边区政府	bian'qu'zheng'fu
边裙	bian'qun
边塞	bian'sai
边色	bian'se
边上	bian'shang
边疏边堵	bian'shu'bian'du
边腿	bian'tui
边网	bian'wang
边卫	bian'wei
边务	bian'wu
边舷	bian'xian
边线	bian'xian
边箱	bian'xiang
边衅	bian'xin
边沿	bian'yan
边音	bian'yin
边域	bian'yu
边缘	bian'yuan
边缘检测	bian'yuan'jian'ce
边缘科学	bian'yuan'ke'xue
边远	bian'yuan
边远地区	bian'yuan'di'qu
边寨	bian'zhai
边镇	bian'zhen
边整边改	bian'zheng'bian'gai
边直	bian'zhi
边柱	bian'zhu
边桩	bian'zhuang
边座	bian'zuo
